external_transaction_id,external_player_id,type,amount,currency,method,status,occurred_at,description,bank_account_origin
TX-000270,PLY-NORM-025,DEPOSIT,974.06,BRL,PIX,SETTLED,2026-02-22T19:00:07Z,,
TX-001020,PLY-INCO-083,DEPOSIT,996.31,BRL,WALLET,SETTLED,2026-02-22T19:38:33Z,,
TX-001237,PLY-INCO-089,WITHDRAWAL,1378.90,BRL,PIX,SETTLED,2026-02-23T00:34:17Z,,
TX-000184,PLY-NORM-018,DEPOSIT,133.25,BRL,PIX,SETTLED,2026-02-23T01:31:27Z,,
TX-002429,PLY-PEP_-120,WITHDRAWAL,6432.94,BRL,TED,SETTLED,2026-02-23T01:38:49Z,,
TX-002222,PLY-BONU-114,FREE_BET,28.15,BRL,WALLET,SETTLED,2026-02-23T02:56:29Z,Free bet promo,
TX-000694,PLY-NORM-059,DEPOSIT,2366.07,BRL,PIX,SETTLED,2026-02-23T03:23:48Z,,
TX-000988,PLY-INCO-082,DEPOSIT,1455.85,BRL,PIX,SETTLED,2026-02-23T05:23:10Z,,
TX-000624,PLY-NORM-054,DEPOSIT,1995.12,BRL,WALLET,SETTLED,2026-02-23T05:23:24Z,,
TX-000024,PLY-NORM-003,DEPOSIT,1445.46,BRL,WALLET,SETTLED,2026-02-23T05:40:07Z,,
TX-000453,PLY-NORM-039,DEPOSIT,258.89,BRL,PIX,SETTLED,2026-02-23T09:15:33Z,,
TX-000643,PLY-NORM-055,DEPOSIT,740.60,BRL,TED,SETTLED,2026-02-23T09:35:18Z,,
TX-001003,PLY-INCO-082,WITHDRAWAL,1304.07,BRL,PIX,SETTLED,2026-02-23T11:23:40Z,,
TX-000937,PLY-NORM-078,DEPOSIT,2045.84,BRL,PIX,SETTLED,2026-02-23T13:21:07Z,,
TX-000577,PLY-NORM-050,DEPOSIT,317.01,BRL,TED,SETTLED,2026-02-23T14:29:33Z,,
TX-001140,PLY-INCO-086,WITHDRAWAL,5539.20,BRL,PIX,SETTLED,2026-02-23T15:37:58Z,,
TX-000417,PLY-NORM-036,WITHDRAWAL,1995.86,BRL,PIX,SETTLED,2026-02-23T16:59:16Z,,
TX-001226,PLY-INCO-089,DEPOSIT,920.72,BRL,TED,SETTLED,2026-02-23T17:10:48Z,,
TX-000166,PLY-NORM-016,WITHDRAWAL,991.29,BRL,PIX,SETTLED,2026-02-23T19:39:07Z,,
TX-000664,PLY-NORM-057,DEPOSIT,147.15,BRL,TED,SETTLED,2026-02-23T23:01:22Z,,
TX-002321,PLY-PEP_-116,DEPOSIT,14729.76,BRL,TED,SETTLED,2026-02-23T23:30:31Z,,
TX-000444,PLY-NORM-038,WITHDRAWAL,961.47,BRL,PIX,SETTLED,2026-02-24T00:00:22Z,,
TX-000893,PLY-NORM-075,DEPOSIT,1081.10,BRL,PIX,SETTLED,2026-02-24T00:58:56Z,,
TX-000457,PLY-NORM-040,DEPOSIT,432.02,BRL,PIX,SETTLED,2026-02-24T01:03:44Z,,
TX-000219,PLY-NORM-021,DEPOSIT,287.06,BRL,WALLET,SETTLED,2026-02-24T02:42:35Z,,
TX-001910,PLY-NETW-102,WITHDRAWAL,4876.49,BRL,PIX,SETTLED,2026-02-24T06:28:10Z,,PIX:shared.alpha@fictibet.test
TX-001241,PLY-INCO-090,DEPOSIT,1739.39,BRL,PIX,SETTLED,2026-02-24T06:33:01Z,,
TX-000010,PLY-NORM-002,DEPOSIT,660.37,BRL,WALLET,SETTLED,2026-02-24T07:38:23Z,,
TX-002021,PLY-BONU-111,BONUS,187.50,BRL,WALLET,SETTLED,2026-02-24T07:44:53Z,Bonus deposito,
TX-000816,PLY-NORM-068,DEPOSIT,2325.83,BRL,WALLET,SETTLED,2026-02-24T09:33:42Z,,
TX-000477,PLY-NORM-041,DEPOSIT,564.99,BRL,PIX,SETTLED,2026-02-24T11:14:20Z,,
TX-000488,PLY-NORM-042,DEPOSIT,1079.49,BRL,WALLET,SETTLED,2026-02-24T12:20:11Z,,
TX-001941,PLY-NETW-105,DEPOSIT,3729.68,BRL,PIX,SETTLED,2026-02-24T12:53:50Z,,PIX:shared.beta@fictibet.test
TX-000272,PLY-NORM-025,DEPOSIT,1256.00,BRL,PIX,SETTLED,2026-02-24T13:09:08Z,,
TX-000157,PLY-NORM-015,DEPOSIT,1017.30,BRL,PIX,SETTLED,2026-02-24T18:11:47Z,,
TX-000828,PLY-NORM-069,WITHDRAWAL,358.44,BRL,PIX,SETTLED,2026-02-24T21:13:15Z,,
TX-000865,PLY-NORM-073,DEPOSIT,1224.56,BRL,TED,SETTLED,2026-02-24T22:51:41Z,,
TX-002094,PLY-BONU-112,FREE_BET,66.85,BRL,WALLET,SETTLED,2026-02-25T00:27:44Z,Free bet promo,
TX-000617,PLY-NORM-053,DEPOSIT,546.79,BRL,PIX,SETTLED,2026-02-25T01:24:57Z,,
TX-002424,PLY-PEP_-120,DEPOSIT,4298.25,BRL,TED,SETTLED,2026-02-25T02:34:05Z,,
TX-000751,PLY-NORM-063,DEPOSIT,1177.88,BRL,TED,SETTLED,2026-02-25T04:49:57Z,,
TX-002356,PLY-PEP_-117,WITHDRAWAL,9035.41,BRL,TED,SETTLED,2026-02-25T05:27:05Z,,
TX-000310,PLY-NORM-028,DEPOSIT,1709.30,BRL,WALLET,SETTLED,2026-02-25T09:10:50Z,,
TX-000956,PLY-NORM-080,DEPOSIT,363.34,BRL,PIX,SETTLED,2026-02-25T14:28:42Z,,
TX-000440,PLY-NORM-038,DEPOSIT,1937.37,BRL,PIX,SETTLED,2026-02-25T14:45:49Z,,
TX-000139,PLY-NORM-013,WITHDRAWAL,1628.65,BRL,PIX,SETTLED,2026-02-25T15:45:37Z,,
TX-002181,PLY-BONU-114,DEPOSIT,122.92,BRL,PIX,SETTLED,2026-02-25T16:38:41Z,,
TX-001408,PLY-STRU-093,DEPOSIT,736.88,BRL,PIX,SETTLED,2026-02-25T18:58:55Z,,
TX-001415,PLY-STRU-093,DEPOSIT,620.79,BRL,PIX,SETTLED,2026-02-25T19:16:55Z,,
TX-002268,PLY-BONU-115,BONUS,408.47,BRL,WALLET,SETTLED,2026-02-25T19:48:28Z,Bonus deposito,
TX-000623,PLY-NORM-053,DEPOSIT,320.13,BRL,PIX,SETTLED,2026-02-25T19:50:31Z,,
TX-001410,PLY-STRU-093,DEPOSIT,816.11,BRL,TED,SETTLED,2026-02-25T20:19:55Z,,
TX-002028,PLY-BONU-111,BONUS,128.07,BRL,WALLET,SETTLED,2026-02-25T20:55:26Z,Bonus deposito,
TX-001412,PLY-STRU-093,DEPOSIT,693.26,BRL,PIX,SETTLED,2026-02-25T20:59:55Z,,
TX-002109,PLY-BONU-112,CASHOUT,1923.33,BRL,PIX,SETTLED,2026-02-25T21:04:59Z,,
TX-001414,PLY-STRU-093,DEPOSIT,709.81,BRL,PIX,SETTLED,2026-02-25T21:13:55Z,,
TX-001411,PLY-STRU-093,DEPOSIT,418.66,BRL,PIX,SETTLED,2026-02-25T21:52:55Z,,
TX-001409,PLY-STRU-093,DEPOSIT,751.16,BRL,PIX,SETTLED,2026-02-25T21:54:55Z,,
TX-001413,PLY-STRU-093,DEPOSIT,666.62,BRL,PIX,SETTLED,2026-02-25T22:22:55Z,,
TX-000732,PLY-NORM-062,DEPOSIT,970.26,BRL,PIX,SETTLED,2026-02-25T22:32:55Z,,
TX-000780,PLY-NORM-065,DEPOSIT,1346.27,BRL,PIX,SETTLED,2026-02-25T22:52:33Z,,
TX-000318,PLY-NORM-028,WITHDRAWAL,670.81,BRL,PIX,SETTLED,2026-02-25T23:04:11Z,,
TX-001274,PLY-INCO-090,WITHDRAWAL,7767.54,BRL,PIX,SETTLED,2026-02-26T00:53:22Z,,
TX-001448,PLY-STRU-093,DEPOSIT,735.00,BRL,TED,SETTLED,2026-02-26T01:27:12Z,,
TX-001444,PLY-STRU-093,DEPOSIT,812.63,BRL,PIX,SETTLED,2026-02-26T01:30:12Z,,
TX-001456,PLY-STRU-093,DEPOSIT,667.44,BRL,PIX,SETTLED,2026-02-26T01:51:12Z,,
TX-001416,PLY-STRU-093,DEPOSIT,938.88,BRL,TED,SETTLED,2026-02-26T03:13:55Z,,
TX-001445,PLY-STRU-093,DEPOSIT,584.34,BRL,PIX,SETTLED,2026-02-26T03:45:12Z,,
TX-000443,PLY-NORM-038,DEPOSIT,876.93,BRL,WALLET,SETTLED,2026-02-26T04:16:47Z,,
TX-001451,PLY-STRU-093,DEPOSIT,677.62,BRL,PIX,SETTLED,2026-02-26T04:31:12Z,,
TX-001446,PLY-STRU-093,DEPOSIT,820.61,BRL,TED,SETTLED,2026-02-26T04:37:12Z,,
TX-001417,PLY-STRU-093,DEPOSIT,414.71,BRL,TED,SETTLED,2026-02-26T05:04:55Z,,
TX-001460,PLY-STRU-093,DEPOSIT,475.16,BRL,PIX,SETTLED,2026-02-26T05:13:12Z,,
TX-000377,PLY-NORM-034,DEPOSIT,792.77,BRL,PIX,SETTLED,2026-02-26T05:21:25Z,,
TX-001051,PLY-INCO-083,WITHDRAWAL,7762.39,BRL,PIX,SETTLED,2026-02-26T05:49:54Z,,
TX-001449,PLY-STRU-093,DEPOSIT,676.28,BRL,PIX,SETTLED,2026-02-26T06:25:12Z,,
TX-001458,PLY-STRU-093,DEPOSIT,672.13,BRL,PIX,SETTLED,2026-02-26T06:37:12Z,,
TX-001447,PLY-STRU-093,DEPOSIT,446.34,BRL,PIX,SETTLED,2026-02-26T06:51:12Z,,
TX-000289,PLY-NORM-026,DEPOSIT,141.97,BRL,PIX,SETTLED,2026-02-26T07:12:55Z,,
TX-000147,PLY-NORM-014,WITHDRAWAL,1038.50,BRL,PIX,SETTLED,2026-02-26T07:14:52Z,,
TX-001453,PLY-STRU-093,DEPOSIT,938.59,BRL,PIX,SETTLED,2026-02-26T09:17:12Z,,
TX-001238,PLY-INCO-089,WITHDRAWAL,3235.22,BRL,PIX,SETTLED,2026-02-26T09:18:23Z,,
TX-001526,PLY-STRU-094,DEPOSIT,570.63,BRL,TED,SETTLED,2026-02-26T09:37:22Z,,
TX-001521,PLY-STRU-094,DEPOSIT,741.98,BRL,PIX,SETTLED,2026-02-26T10:06:22Z,,
TX-001536,PLY-STRU-094,DEPOSIT,906.14,BRL,TED,SETTLED,2026-02-26T10:19:22Z,,
TX-000003,PLY-NORM-001,DEPOSIT,475.50,BRL,PIX,SETTLED,2026-02-26T10:32:30Z,,
TX-001530,PLY-STRU-094,DEPOSIT,499.76,BRL,TED,SETTLED,2026-02-26T10:33:22Z,,
TX-001522,PLY-STRU-094,DEPOSIT,933.12,BRL,PIX,SETTLED,2026-02-26T11:09:22Z,,
TX-001450,PLY-STRU-093,DEPOSIT,803.84,BRL,PIX,SETTLED,2026-02-26T11:12:12Z,,
TX-001457,PLY-STRU-093,DEPOSIT,680.45,BRL,PIX,SETTLED,2026-02-26T11:33:12Z,,
TX-001212,PLY-INCO-089,DEPOSIT,895.21,BRL,TED,SETTLED,2026-02-26T11:49:04Z,,
TX-001524,PLY-STRU-094,DEPOSIT,738.64,BRL,PIX,SETTLED,2026-02-26T11:51:22Z,,
TX-001523,PLY-STRU-094,DEPOSIT,676.63,BRL,PIX,SETTLED,2026-02-26T12:13:22Z,,
TX-001452,PLY-STRU-093,DEPOSIT,908.05,BRL,PIX,SETTLED,2026-02-26T12:34:12Z,,
TX-002382,PLY-PEP_-118,WITHDRAWAL,17350.28,BRL,TED,SETTLED,2026-02-26T15:25:39Z,,
TX-001974,PLY-NETW-108,DEPOSIT,877.68,BRL,PIX,SETTLED,2026-02-26T15:27:19Z,,PIX:shared.gamma@fictibet.test
TX-002158,PLY-BONU-113,FREE_BET,97.26,BRL,WALLET,SETTLED,2026-02-26T16:04:36Z,Free bet promo,
TX-001537,PLY-STRU-094,DEPOSIT,465.81,BRL,TED,SETTLED,2026-02-26T16:22:22Z,,
TX-001454,PLY-STRU-093,DEPOSIT,812.77,BRL,PIX,SETTLED,2026-02-26T16:37:12Z,,
TX-001532,PLY-STRU-094,DEPOSIT,768.35,BRL,PIX,SETTLED,2026-02-26T16:55:22Z,,
TX-000642,PLY-NORM-055,DEPOSIT,193.91,BRL,WALLET,SETTLED,2026-02-26T17:09:34Z,,
TX-001565,PLY-STRU-094,DEPOSIT,890.70,BRL,PIX,SETTLED,2026-02-26T17:14:42Z,,
TX-001539,PLY-STRU-094,DEPOSIT,618.16,BRL,PIX,SETTLED,2026-02-26T17:16:22Z,,
TX-001525,PLY-STRU-094,DEPOSIT,608.22,BRL,PIX,SETTLED,2026-02-26T17:38:22Z,,
TX-001558,PLY-STRU-094,DEPOSIT,597.63,BRL,PIX,SETTLED,2026-02-26T17:38:42Z,,
TX-001557,PLY-STRU-094,DEPOSIT,760.19,BRL,PIX,SETTLED,2026-02-26T17:48:42Z,,
TX-001534,PLY-STRU-094,DEPOSIT,902.35,BRL,PIX,SETTLED,2026-02-26T18:03:22Z,,
TX-001529,PLY-STRU-094,DEPOSIT,436.24,BRL,TED,SETTLED,2026-02-26T18:28:22Z,,
TX-001535,PLY-STRU-094,DEPOSIT,478.20,BRL,PIX,SETTLED,2026-02-26T18:43:22Z,,
TX-001528,PLY-STRU-094,DEPOSIT,828.91,BRL,PIX,SETTLED,2026-02-26T18:59:22Z,,
TX-001566,PLY-STRU-094,DEPOSIT,457.64,BRL,TED,SETTLED,2026-02-26T19:20:42Z,,
TX-000772,PLY-NORM-064,WITHDRAWAL,1136.52,BRL,PIX,SETTLED,2026-02-26T19:24:42Z,,
TX-001563,PLY-STRU-094,DEPOSIT,799.85,BRL,PIX,SETTLED,2026-02-26T19:36:42Z,,
TX-000711,PLY-NORM-060,WITHDRAWAL,1604.93,BRL,PIX,SETTLED,2026-02-26T19:42:54Z,,
TX-001569,PLY-STRU-094,DEPOSIT,413.98,BRL,PIX,SETTLED,2026-02-26T19:48:42Z,,
TX-001559,PLY-STRU-094,DEPOSIT,550.65,BRL,PIX,SETTLED,2026-02-26T20:17:42Z,,
TX-001527,PLY-STRU-094,DEPOSIT,944.49,BRL,PIX,SETTLED,2026-02-26T20:23:22Z,,
TX-001540,PLY-STRU-094,DEPOSIT,861.69,BRL,PIX,SETTLED,2026-02-26T20:23:22Z,,
TX-001459,PLY-STRU-093,DEPOSIT,853.09,BRL,TED,SETTLED,2026-02-26T21:59:12Z,,
TX-001568,PLY-STRU-094,DEPOSIT,567.15,BRL,PIX,SETTLED,2026-02-26T22:08:42Z,,
TX-001567,PLY-STRU-094,DEPOSIT,663.11,BRL,TED,SETTLED,2026-02-26T22:23:42Z,,
TX-001560,PLY-STRU-094,DEPOSIT,672.05,BRL,TED,SETTLED,2026-02-26T22:24:42Z,,
TX-001562,PLY-STRU-094,DEPOSIT,854.59,BRL,PIX,SETTLED,2026-02-26T23:26:42Z,,
TX-001455,PLY-STRU-093,DEPOSIT,865.38,BRL,PIX,SETTLED,2026-02-26T23:31:12Z,,
TX-001533,PLY-STRU-094,DEPOSIT,448.68,BRL,PIX,SETTLED,2026-02-26T23:40:22Z,,
TX-000998,PLY-INCO-082,DEPOSIT,1700.93,BRL,TED,SETTLED,2026-02-26T23:54:13Z,,
TX-001561,PLY-STRU-094,DEPOSIT,542.66,BRL,TED,SETTLED,2026-02-26T23:55:42Z,,
TX-000853,PLY-NORM-072,DEPOSIT,1119.16,BRL,PIX,SETTLED,2026-02-27T01:18:26Z,,
TX-000193,PLY-NORM-019,DEPOSIT,1219.62,BRL,WALLET,SETTLED,2026-02-27T01:31:21Z,,
TX-002061,PLY-BONU-112,DEPOSIT,103.15,BRL,PIX,SETTLED,2026-02-27T01:46:07Z,,
TX-000952,PLY-NORM-079,DEPOSIT,609.73,BRL,PIX,SETTLED,2026-02-27T02:18:56Z,,
TX-000519,PLY-NORM-045,DEPOSIT,418.44,BRL,PIX,SETTLED,2026-02-27T02:57:43Z,,
TX-001462,PLY-STRU-093,DEPOSIT,592.26,BRL,PIX,SETTLED,2026-02-27T03:59:12Z,,
TX-000517,PLY-NORM-045,DEPOSIT,1030.01,BRL,PIX,SETTLED,2026-02-27T04:24:03Z,,
TX-001564,PLY-STRU-094,DEPOSIT,723.09,BRL,PIX,SETTLED,2026-02-27T04:28:42Z,,
TX-001531,PLY-STRU-094,DEPOSIT,984.32,BRL,TED,SETTLED,2026-02-27T04:31:22Z,,
TX-001044,PLY-INCO-083,WITHDRAWAL,7508.00,BRL,PIX,SETTLED,2026-02-27T05:12:51Z,,
TX-002301,PLY-BONU-115,WITHDRAWAL,723.47,BRL,PIX,SETTLED,2026-02-27T05:19:52Z,,
TX-001461,PLY-STRU-093,DEPOSIT,882.36,BRL,PIX,SETTLED,2026-02-27T07:55:12Z,,
TX-000039,PLY-NORM-004,DEPOSIT,1619.80,BRL,PIX,SETTLED,2026-02-27T09:10:46Z,,
TX-000466,PLY-NORM-040,DEPOSIT,659.68,BRL,TED,SETTLED,2026-02-27T10:09:55Z,,
TX-001013,PLY-INCO-082,WITHDRAWAL,6525.96,BRL,PIX,SETTLED,2026-02-27T11:21:01Z,,
TX-001538,PLY-STRU-094,DEPOSIT,835.99,BRL,PIX,SETTLED,2026-02-27T11:25:22Z,,
TX-000812,PLY-NORM-068,DEPOSIT,2359.58,BRL,PIX,SETTLED,2026-02-27T12:32:03Z,,
TX-001570,PLY-STRU-094,DEPOSIT,953.72,BRL,PIX,SETTLED,2026-02-27T13:06:42Z,,
TX-000133,PLY-NORM-013,DEPOSIT,529.14,BRL,TED,SETTLED,2026-02-27T13:39:16Z,,
TX-002076,PLY-BONU-112,BONUS,444.62,BRL,WALLET,SETTLED,2026-02-27T15:55:55Z,Bonus deposito,
TX-002384,PLY-PEP_-118,WITHDRAWAL,22059.59,BRL,TED,SETTLED,2026-02-27T17:04:09Z,,
TX-000902,PLY-NORM-075,DEPOSIT,1908.99,BRL,WALLET,SETTLED,2026-02-27T17:35:39Z,,
TX-002383,PLY-PEP_-118,WITHDRAWAL,21495.96,BRL,TED,SETTLED,2026-02-27T18:09:27Z,,
TX-001026,PLY-INCO-083,DEPOSIT,1663.72,BRL,PIX,SETTLED,2026-02-27T18:17:41Z,,
TX-001954,PLY-NETW-106,DEPOSIT,2897.24,BRL,PIX,SETTLED,2026-02-27T19:09:07Z,,PIX:shared.beta@fictibet.test
TX-000999,PLY-INCO-082,DEPOSIT,1322.61,BRL,PIX,SETTLED,2026-02-27T19:51:21Z,,
TX-000606,PLY-NORM-052,DEPOSIT,1051.87,BRL,PIX,SETTLED,2026-02-28T00:40:14Z,,
TX-002381,PLY-PEP_-118,WITHDRAWAL,26747.91,BRL,TED,SETTLED,2026-02-28T00:40:34Z,,
TX-001266,PLY-INCO-090,DEPOSIT,1781.46,BRL,PIX,SETTLED,2026-02-28T02:48:14Z,,
TX-001117,PLY-INCO-086,DEPOSIT,858.51,BRL,PIX,SETTLED,2026-02-28T03:06:02Z,,
TX-002159,PLY-BONU-113,FREE_BET,58.94,BRL,WALLET,SETTLED,2026-02-28T03:57:31Z,Free bet promo,
TX-000369,PLY-NORM-033,DEPOSIT,348.51,BRL,PIX,SETTLED,2026-02-28T04:12:37Z,,
TX-002323,PLY-PEP_-116,DEPOSIT,5463.68,BRL,PIX,SETTLED,2026-02-28T04:24:02Z,,
TX-001054,PLY-INCO-083,WITHDRAWAL,4225.04,BRL,PIX,SETTLED,2026-02-28T04:57:30Z,,
TX-000105,PLY-NORM-010,WITHDRAWAL,1980.42,BRL,PIX,SETTLED,2026-02-28T05:27:18Z,,
TX-002416,PLY-PEP_-120,DEPOSIT,17838.89,BRL,TED,SETTLED,2026-02-28T05:32:16Z,,
TX-000448,PLY-NORM-039,DEPOSIT,899.89,BRL,PIX,SETTLED,2026-02-28T05:55:31Z,,
TX-000682,PLY-NORM-058,DEPOSIT,1150.18,BRL,PIX,SETTLED,2026-02-28T07:47:23Z,,
TX-000753,PLY-NORM-063,DEPOSIT,1782.91,BRL,TED,SETTLED,2026-02-28T08:36:50Z,,
TX-002422,PLY-PEP_-120,DEPOSIT,10665.19,BRL,PIX,SETTLED,2026-02-28T09:02:16Z,,
TX-001196,PLY-INCO-088,WITHDRAWAL,5367.79,BRL,PIX,SETTLED,2026-02-28T11:52:45Z,,
TX-000264,PLY-NORM-024,WITHDRAWAL,311.16,BRL,PIX,SETTLED,2026-02-28T13:46:07Z,,
TX-001262,PLY-INCO-090,DEPOSIT,1503.23,BRL,TED,SETTLED,2026-02-28T13:46:14Z,,
TX-000985,PLY-INCO-081,WITHDRAWAL,1895.20,BRL,PIX,SETTLED,2026-02-28T15:57:23Z,,
TX-000861,PLY-NORM-072,DEPOSIT,411.38,BRL,PIX,SETTLED,2026-02-28T16:12:07Z,,
TX-000155,PLY-NORM-015,DEPOSIT,525.40,BRL,WALLET,SETTLED,2026-02-28T18:02:53Z,,
TX-000607,PLY-NORM-052,WITHDRAWAL,941.59,BRL,PIX,SETTLED,2026-02-28T19:14:22Z,,
TX-002399,PLY-PEP_-119,DEPOSIT,7594.51,BRL,PIX,SETTLED,2026-02-28T20:08:54Z,,
TX-002411,PLY-PEP_-120,DEPOSIT,7426.48,BRL,PIX,SETTLED,2026-02-28T20:33:36Z,,
TX-002401,PLY-PEP_-119,DEPOSIT,12665.55,BRL,TED,SETTLED,2026-02-28T20:48:06Z,,
TX-002034,PLY-BONU-111,FREE_BET,71.77,BRL,WALLET,SETTLED,2026-02-28T21:30:54Z,Free bet promo,
TX-001956,PLY-NETW-106,DEPOSIT,3047.52,BRL,PIX,SETTLED,2026-02-28T21:47:53Z,,PIX:shared.beta@fictibet.test
TX-000911,PLY-NORM-076,DEPOSIT,446.58,BRL,PIX,SETTLED,2026-02-28T22:10:31Z,,
TX-002272,PLY-BONU-115,BONUS,217.84,BRL,WALLET,SETTLED,2026-02-28T22:17:50Z,Bonus deposito,
TX-000686,PLY-NORM-059,DEPOSIT,2543.31,BRL,WALLET,SETTLED,2026-02-28T22:48:31Z,,
TX-001272,PLY-INCO-090,WITHDRAWAL,4392.64,BRL,PIX,SETTLED,2026-03-01T01:26:09Z,,
TX-000530,PLY-NORM-046,DEPOSIT,885.25,BRL,WALLET,SETTLED,2026-03-01T01:42:45Z,,
TX-002132,PLY-BONU-113,DEPOSIT,124.30,BRL,PIX,SETTLED,2026-03-01T03:50:55Z,,
TX-001699,PLY-STRU-096,WITHDRAWAL,10703.81,BRL,PIX,SETTLED,2026-03-01T04:37:38Z,,
TX-000846,PLY-NORM-071,DEPOSIT,234.85,BRL,WALLET,SETTLED,2026-03-01T11:47:57Z,,
TX-002344,PLY-PEP_-117,DEPOSIT,2520.32,BRL,PIX,SETTLED,2026-03-01T12:26:57Z,,
TX-001857,PLY-STRU-098,WITHDRAWAL,8664.63,BRL,PIX,SETTLED,2026-03-01T15:36:38Z,,
TX-000158,PLY-NORM-015,WITHDRAWAL,1716.55,BRL,PIX,SETTLED,2026-03-01T18:30:44Z,,
TX-001994,PLY-NETW-110,WITHDRAWAL,7767.64,BRL,PIX,SETTLED,2026-03-01T18:46:58Z,,PIX:shared.gamma@fictibet.test
TX-000349,PLY-NORM-031,DEPOSIT,695.01,BRL,PIX,SETTLED,2026-03-01T19:22:33Z,,
TX-000263,PLY-NORM-024,WITHDRAWAL,340.58,BRL,PIX,SETTLED,2026-03-01T19:30:13Z,,
TX-000121,PLY-NORM-012,DEPOSIT,148.78,BRL,PIX,SETTLED,2026-03-01T21:01:37Z,,
TX-001184,PLY-INCO-088,DEPOSIT,916.00,BRL,WALLET,SETTLED,2026-03-01T22:08:10Z,,
TX-000743,PLY-NORM-063,DEPOSIT,2090.32,BRL,TED,SETTLED,2026-03-01T22:45:26Z,,
TX-001163,PLY-INCO-087,DEPOSIT,1633.76,BRL,TED,SETTLED,2026-03-01T23:12:11Z,,
TX-000256,PLY-NORM-024,DEPOSIT,2101.84,BRL,PIX,SETTLED,2026-03-01T23:36:59Z,,
TX-000436,PLY-NORM-038,DEPOSIT,1155.43,BRL,WALLET,SETTLED,2026-03-02T00:28:28Z,,
TX-001125,PLY-INCO-086,DEPOSIT,1280.29,BRL,TED,SETTLED,2026-03-02T01:22:51Z,,
TX-000011,PLY-NORM-002,DEPOSIT,362.87,BRL,PIX,SETTLED,2026-03-02T02:42:21Z,,
TX-000779,PLY-NORM-065,DEPOSIT,850.38,BRL,WALLET,SETTLED,2026-03-02T03:05:36Z,,
TX-002389,PLY-PEP_-119,DEPOSIT,18882.03,BRL,PIX,SETTLED,2026-03-02T04:29:13Z,,
TX-002019,PLY-BONU-111,BONUS,249.53,BRL,WALLET,SETTLED,2026-03-02T04:46:24Z,Bonus deposito,
TX-000920,PLY-NORM-077,DEPOSIT,1169.67,BRL,WALLET,SETTLED,2026-03-02T05:28:23Z,,
TX-001138,PLY-INCO-086,WITHDRAWAL,6599.71,BRL,PIX,SETTLED,2026-03-02T09:31:36Z,,
TX-000797,PLY-NORM-067,DEPOSIT,2316.71,BRL,TED,SETTLED,2026-03-02T11:46:02Z,,
TX-001174,PLY-INCO-088,DEPOSIT,988.06,BRL,PIX,SETTLED,2026-03-02T12:16:54Z,,
TX-000233,PLY-NORM-022,DEPOSIT,1031.39,BRL,PIX,SETTLED,2026-03-02T15:08:22Z,,
TX-002320,PLY-PEP_-116,DEPOSIT,15246.43,BRL,PIX,SETTLED,2026-03-02T15:10:46Z,,
TX-002167,PLY-BONU-113,CASHOUT,984.42,BRL,PIX,SETTLED,2026-03-02T17:09:38Z,,
TX-000969,PLY-INCO-081,DEPOSIT,863.01,BRL,PIX,SETTLED,2026-03-02T20:48:48Z,,
TX-001098,PLY-INCO-085,DEPOSIT,2406.77,BRL,TED,SETTLED,2026-03-02T23:42:33Z,,
TX-000863,PLY-NORM-072,DEPOSIT,1621.07,BRL,PIX,SETTLED,2026-03-03T00:11:11Z,,
TX-000741,PLY-NORM-062,WITHDRAWAL,1526.12,BRL,PIX,SETTLED,2026-03-03T05:26:33Z,,
TX-000781,PLY-NORM-065,DEPOSIT,1423.94,BRL,PIX,SETTLED,2026-03-03T07:42:21Z,,
TX-000461,PLY-NORM-040,DEPOSIT,578.39,BRL,PIX,SETTLED,2026-03-03T07:55:51Z,,
TX-000326,PLY-NORM-029,DEPOSIT,873.92,BRL,PIX,SETTLED,2026-03-03T09:57:11Z,,
TX-000739,PLY-NORM-062,DEPOSIT,1217.99,BRL,PIX,SETTLED,2026-03-03T11:39:54Z,,
TX-002156,PLY-BONU-113,BONUS,55.99,BRL,WALLET,SETTLED,2026-03-03T12:31:48Z,Bonus deposito,
TX-000149,PLY-NORM-014,WITHDRAWAL,1192.35,BRL,PIX,SETTLED,2026-03-03T14:00:53Z,,
TX-002081,PLY-BONU-112,BONUS,433.87,BRL,WALLET,SETTLED,2026-03-03T16:01:33Z,Bonus deposito,
TX-000518,PLY-NORM-045,DEPOSIT,1414.23,BRL,PIX,SETTLED,2026-03-03T18:09:20Z,,
TX-001023,PLY-INCO-083,DEPOSIT,1721.81,BRL,TED,SETTLED,2026-03-03T20:03:03Z,,
TX-000337,PLY-NORM-030,DEPOSIT,1925.50,BRL,PIX,SETTLED,2026-03-03T20:03:15Z,,
TX-001001,PLY-INCO-082,DEPOSIT,909.73,BRL,PIX,SETTLED,2026-03-03T20:17:16Z,,
TX-001104,PLY-INCO-085,WITHDRAWAL,3361.72,BRL,PIX,SETTLED,2026-03-03T21:29:47Z,,
TX-000286,PLY-NORM-026,DEPOSIT,140.27,BRL,WALLET,SETTLED,2026-03-03T22:01:37Z,,
TX-001236,PLY-INCO-089,WITHDRAWAL,5437.21,BRL,PIX,SETTLED,2026-03-03T23:19:46Z,,
TX-000819,PLY-NORM-068,DEPOSIT,376.20,BRL,PIX,SETTLED,2026-03-04T01:18:02Z,,
